Date,Run ,Well,ColonyID,Timepoint,A235,A280,A310,A320,A330,A334,Dilution,Notes
3/22/24,Run 1,A6,238,September_2023,0.621,0.368,0.255,0.264,0.253,0.243,5,
3/22/24,Run 1,B6,238,September_2023,0.612,0.361,0.252,0.261,0.251,0.241,5,
3/22/24,Run 1,C6,238,September_2023,0.602,0.355,0.248,0.257,0.247,0.237,5,
3/22/24,Run 1,E7,210,January_2024,0.622,0.259,0.189,0.197,0.172,0.158,9,
3/22/24,Run 1,F7,210,January_2024,0.618,0.259,0.185,0.197,0.174,0.157,9,
3/22/24,Run 1,G7,210,January_2024,0.553,0.259,0.172,0.179,0.158,0.14,9,
3/22/24,Run 1,A8,29,September_2023,0.685,0.437,0.305,0.332,0.336,0.329,5,
3/22/24,Run 1,B8,29,September_2023,0.706,0.449,0.313,0.341,0.345,0.338,5,
3/22/24,Run 1,C8,29,September_2023,0.683,0.436,0.305,0.332,0.336,0.328,5,
3/22/24,Run 1,E9,239,January_2024,0.811,0.465,0.386,0.411,0.392,0.373,9,
3/22/24,Run 1,F9,239,January_2024,0.795,0.454,0.377,0.403,0.383,0.365,9,
3/22/24,Run 1,G9,239,January_2024,0.759,0.435,0.362,0.387,0.369,0.352,9,
3/22/24,Run 1,A10,204,September_2023,0.662,0.269,0.288,0.315,0.26,0.211,5,
3/22/24,Run 1,B10,204,September_2023,0.664,0.269,0.287,0.315,0.259,0.211,5,
3/22/24,Run 1,C10,204,September_2023,0.671,0.27,0.29,0.317,0.261,0.212,5,
3/22/24,Run 1,A11,211,September_2023,0.805,0.305,0.245,0.25,0.212,0.183,5,
3/22/24,Run 1,B11,211,September_2023,0.82,0.313,0.248,0.255,0.216,0.185,5,
3/22/24,Run 1,C11,211,September_2023,0.795,0.303,0.241,0.248,0.211,0.182,5,
3/22/24,Run 1,A12,4,January_2024,0.998,0.44,0.4,0.435,0.365,0.3,5,
3/22/24,Run 1,B12,4,January_2024,0.979,0.421,0.388,0.423,0.356,0.294,5,
3/22/24,Run 1,C12,4,January_2024,0.997,0.436,0.401,0.438,0.369,0.306,5,
3/25/24,Run 1,A1,12,January_2024,0.59,0.278,0.225,0.246,0.213,0.182,5,
3/25/24,Run 1,B1,12,January_2024,0.608,0.29,0.232,0.251,0.218,0.187,5,
3/25/24,Run 1,C1,12,January_2024,0.602,0.286,0.229,0.251,0.217,0.185,5,
3/25/24,Run 1,A2,241,September_2023,0.448,0.272,0.215,0.229,0.223,0.213,5,
3/25/24,Run 1,B2,241,September_2023,0.428,0.25,0.204,0.22,0.214,0.205,5,
3/25/24,Run 1,C2,241,September_2023,0.431,0.254,0.207,0.223,0.217,0.209,5,
3/25/24,Run 1,E3,235,January_2024,0.605,0.394,0.287,0.31,0.301,0.288,9,
3/25/24,Run 1,F3,235,January_2024,0.578,0.359,0.279,0.306,0.3,0.285,9,
3/25/24,Run 1,G3,235,January_2024,0.572,0.359,0.282,0.306,0.298,0.285,9,
3/25/24,Run 1,A4,28,September_2023,0.672,0.433,0.334,0.348,0.327,0.313,5,
3/25/24,Run 1,B4,28,September_2023,0.679,0.439,0.337,0.353,0.33,0.316,5,
3/25/24,Run 1,C4,28,September_2023,0.662,0.427,0.328,0.343,0.321,0.307,5,
3/25/24,Run 1,A5,45,September_2023,0.569,0.336,0.251,0.269,0.264,0.255,5,
3/25/24,Run 1,B5,45,September_2023,0.581,0.343,0.256,0.274,0.269,0.259,5,
3/25/24,Run 1,C5,45,September_2023,0.589,0.349,0.261,0.278,0.273,0.263,5,
3/25/24,Run 1,A6,244,September_2023,0.59,0.337,0.26,0.274,0.267,0.259,5,
3/25/24,Run 1,B6,244,September_2023,0.592,0.338,0.26,0.274,0.267,0.258,5,
3/25/24,Run 1,C6,244,September_2023,0.596,0.344,0.264,0.278,0.272,0.263,5,
3/25/24,Run 1,E7,242,January_2024,0.549,0.31,0.234,0.245,0.239,0.231,9,
3/25/24,Run 1,F7,242,January_2024,0.59,0.353,0.249,0.257,0.25,0.242,9,
3/25/24,Run 1,G7,242,January_2024,0.576,0.337,0.253,0.263,0.256,0.248,9,
3/25/24,Run 1,E8,27,January_2024,0.573,0.319,0.221,0.235,0.232,0.225,9,
3/25/24,Run 1,F8,27,January_2024,0.572,0.319,0.222,0.235,0.232,0.225,9,
3/25/24,Run 1,G8,27,January_2024,0.559,0.314,0.219,0.232,0.229,0.221,9,
3/25/24,Run 1,A9,202,September_2023,0.715,0.322,0.352,0.386,0.316,0.255,5,
3/25/24,Run 1,B9,202,September_2023,0.715,0.318,0.35,0.385,0.315,0.254,5,
3/25/24,Run 1,C9,202,September_2023,0.699,0.311,0.347,0.377,0.309,0.248,5,
3/25/24,Run 1,E10,209,January_2024,0.9,0.355,0.292,0.311,0.265,0.048,9,From 2nd run
3/25/24,Run 1,F10,209,January_2024,0.883,0.346,0.286,0.304,0.26,0.046,9,From 2nd run
3/25/24,Run 1,G10,209,January_2024,0.791,0.309,0.261,0.279,0.237,0.044,9,From 2nd run
3/25/24,Run 1,A11,44,January_2024,0.96,0.545,0.404,0.429,0.418,0.404,5,
3/25/24,Run 1,B11,44,January_2024,0.951,0.539,0.401,0.426,0.415,0.402,5,
3/25/24,Run 1,C11,44,January_2024,0.967,0.558,0.406,0.428,0.417,0.403,5,
3/25/24,Run 1,A12,1,September_2023,0.618,0.288,0.2,0.208,0.182,0.161,5,
3/25/24,Run 1,B12,1,September_2023,0.642,0.308,0.211,0.219,0.192,0.17,5,
3/25/24,Run 1,C12,1,September_2023,0.615,0.281,0.199,0.208,0.184,0.161,5,
3/25/24,Run 1,E12,Blank,NA,0.116,0.059,0.049,0.046,0.043,0.042,NA,
3/25/24,Run 1,F12,Blank,NA,0.133,0.07,0.058,0.054,0.05,0.049,NA,
3/25/24,Run 1,G12,Blank,NA,0.121,0.064,0.053,0.05,0.047,0.045,NA,
3/26/24,Run 1,A1,234,September_2023,0.751,0.526,0.364,0.402,0.399,0.385,5,
3/26/24,Run 1,B1,234,September_2023,0.732,0.509,0.353,0.392,0.39,0.375,5,
3/26/24,Run 1,C1,234,September_2023,0.71,0.495,0.345,0.381,0.379,0.366,5,
3/26/24,Run 1,A2,209,September_2023,0.853,0.35,0.296,0.316,0.264,0.219,5,
3/26/24,Run 1,B2,209,September_2023,0.83,0.334,0.283,0.303,0.252,0.208,5,
3/26/24,Run 1,C2,209,September_2023,0.836,0.34,0.289,0.31,0.258,0.214,5,
3/26/24,Run 1,E2,247,January_2024,0.604,0.357,0.234,0.237,0.228,0.221,9,
3/26/24,Run 1,F2,247,January_2024,0.575,0.332,0.218,0.222,0.214,0.207,9,
3/26/24,Run 1,G2,247,January_2024,0.558,0.326,0.216,0.218,0.21,0.204,9,
3/26/24,Run 1,E3,211,January_2024,0.673,0.282,0.233,0.246,0.21,0.18,9,From 2nd run
3/26/24,Run 1,F3,211,January_2024,0.676,0.29,0.233,0.246,0.211,0.181,9,From 2nd run
3/26/24,Run 1,G3,211,January_2024,0.627,0.262,0.22,0.232,0.198,0.171,9,From 2nd run
3/26/24,Run 1,E4,212,January_2024,0.636,0.28,0.242,0.261,0.221,0.186,9,From 2nd run
3/26/24,Run 1,F4,212,January_2024,0.66,0.297,0.261,0.273,0.233,0.198,9,From 2nd run
3/26/24,Run 1,G4,212,January_2024,0.634,0.289,0.254,0.273,0.231,0.198,9,From 2nd run
3/26/24,Run 1,E5,42,January_2024,0.609,0.403,0.306,0.326,0.313,0.302,9,
3/26/24,Run 1,F5,42,January_2024,0.577,0.378,0.286,0.307,0.296,0.284,9,
3/26/24,Run 1,G5,42,January_2024,0.583,0.385,0.292,0.311,0.3,0.288,9,
3/26/24,Run 1,A6,219,September_2023,0.512,0.247,0.173,0.174,0.151,0.131,5,
3/26/24,Run 1,B6,219,September_2023,0.482,0.183,0.157,0.166,0.144,0.126,5,
3/26/24,Run 1,C6,219,September_2023,0.476,0.183,0.158,0.166,0.145,0.126,5,
3/26/24,Run 1,A7,220,September_2023,0.575,0.282,0.324,0.361,0.293,0.234,5,
3/26/24,Run 1,B7,220,September_2023,0.65,0.343,0.361,0.394,0.325,0.266,5,
3/26/24,Run 1,C7,220,September_2023,0.571,0.28,0.322,0.357,0.291,0.233,5,
3/26/24,Run 1,A9,26,January_2024,0.517,0.311,0.199,0.204,0.197,0.191,9,
3/26/24,Run 1,B9,26,January_2024,0.528,0.321,0.21,0.215,0.208,0.202,9,
3/26/24,Run 1,C9,26,January_2024,0.442,0.264,0.171,0.176,0.17,0.165,9,
3/26/24,Run 1,A10,41,January_2024,0.846,0.54,0.364,0.395,0.391,0.379,5,
3/26/24,Run 1,B10,41,January_2024,0.856,0.548,0.372,0.404,0.402,0.388,5,
3/26/24,Run 1,C10,41,January_2024,0.829,0.527,0.358,0.388,0.385,0.373,5,
3/26/24,Run 1,H10,Blank,NA,0.099,0.049,0.042,0.039,0.036,0.035,NA,
3/26/24,Run 1,A11,243,September_2023,0.568,0.337,0.255,0.272,0.269,0.262,5,
3/26/24,Run 1,B11,243,September_2023,0.55,0.32,0.239,0.255,0.252,0.242,5,
3/26/24,Run 1,C11,243,September_2023,0.546,0.321,0.237,0.251,0.246,0.238,5,
3/26/24,Run 1,H11,Blank,NA,0.107,0.055,0.046,0.043,0.041,0.04,NA,
3/26/24,Run 1,A12,212,September_2023,0.401,0.193,0.172,0.181,0.15,0.125,5,
3/26/24,Run 1,B12,212,September_2023,0.386,0.18,0.161,0.171,0.142,0.117,5,
3/26/24,Run 1,C12,212,September_2023,0.379,0.178,0.16,0.17,0.14,0.115,5,
3/26/24,Run 1,H12,Blank,NA,0.153,0.112,0.064,0.054,0.05,0.048,NA,
3/29/24,Run 1,E1,203,January_2024,0.682,0.273,0.263,0.287,0.243,0.201,9,From 2nd run
3/29/24,Run 1,F1,203,January_2024,0.704,0.281,0.27,0.294,0.248,0.206,9,From 2nd run
3/29/24,Run 1,G1,203,January_2024,0.6,0.244,0.235,0.256,0.216,0.18,9,From 2nd run
3/29/24,Run 1,A2,214,September_2023,0.695,0.297,0.269,0.283,0.24,0.204,5,
3/29/24,Run 1,B2,214,September_2023,0.673,0.265,0.256,0.274,0.231,0.194,5,
3/29/24,Run 1,C2,214,September_2023,0.678,0.267,0.258,0.276,0.232,0.195,5,
3/29/24,Run 1,A3,2,January_2024,0.728,0.322,0.214,0.223,0.194,0.171,5,
3/29/24,Run 1,B3,2,January_2024,0.726,0.319,0.211,0.219,0.191,0.169,5,
3/29/24,Run 1,C3,2,January_2024,0.737,0.328,0.219,0.228,0.2,0.176,5,
3/29/24,Run 1,E4,243,January_2024,0.588,0.368,0.257,0.269,0.26,0.251,9,
3/29/24,Run 1,F4,243,January_2024,0.583,0.364,0.254,0.265,0.256,0.247,9,
3/29/24,Run 1,G4,243,January_2024,0.544,0.338,0.236,0.247,0.238,0.229,9,
3/29/24,Run 1,E5,43,January_2024,0.681,0.422,0.31,0.333,0.328,0.318,9,From 2nd run
3/29/24,Run 1,F5,43,January_2024,0.655,0.406,0.299,0.321,0.318,0.307,9,From 2nd run
3/29/24,Run 1,G5,43,January_2024,0.612,0.378,0.277,0.299,0.296,0.286,9,From 2nd run
3/29/24,Run 1,A6,28,January_2024,0.893,0.599,0.442,0.467,0.441,0.423,5,
3/29/24,Run 1,B6,28,January_2024,0.924,0.62,0.459,0.486,0.459,0.44,5,
3/29/24,Run 1,C6,28,January_2024,0.908,0.609,0.45,0.477,0.451,0.432,5,
3/29/24,Run 1,A7,235,September_2023,0.529,0.323,0.257,0.274,0.264,0.252,5,
3/29/24,Run 1,B7,235,September_2023,0.59,0.382,0.297,0.313,0.303,0.292,5,
3/29/24,Run 1,C7,235,September_2023,0.503,0.307,0.243,0.262,0.254,0.243,5,
3/29/24,Run 1,A8,206,September_2023,0.534,0.241,0.195,0.202,0.178,0.158,5,
3/29/24,Run 1,B8,206,September_2023,0.592,0.279,0.226,0.233,0.207,0.187,5,
3/29/24,Run 1,C8,206,September_2023,0.517,0.225,0.182,0.192,0.168,0.146,5,
3/29/24,Run 1,E9,234,January_2024,0.638,0.445,0.327,0.365,0.358,0.343,9,
3/29/24,Run 1,F9,234,January_2024,0.636,0.445,0.326,0.363,0.356,0.341,9,
3/29/24,Run 1,G9,234,January_2024,0.579,0.406,0.3,0.334,0.327,0.313,9,
3/29/24,Run 1,A10,201,September_2023,0.671,0.283,0.236,0.249,0.213,0.184,5,
3/29/24,Run 1,B10,201,September_2023,0.643,0.268,0.223,0.236,0.202,0.173,5,
3/29/24,Run 1,C10,201,September_2023,0.638,0.265,0.22,0.233,0.199,0.17,5,
3/29/24,Run 1,A11,226,September_2023,0.707,0.397,0.27,0.267,0.25,0.24,5,
3/29/24,Run 1,B11,226,September_2023,0.681,0.374,0.258,0.255,0.238,0.229,5,
3/29/24,Run 1,C11,226,September_2023,0.676,0.371,0.253,0.251,0.234,0.225,5,
3/29/24,Run 1,E12,203,September_2023,0.781,0.307,0.274,0.297,0.257,0.221,9,From 2nd run
3/29/24,Run 1,F12,203,September_2023,0.76,0.294,0.264,0.284,0.246,0.212,9,From 2nd run
3/29/24,Run 1,G12,203,September_2023,0.704,0.271,0.248,0.269,0.234,0.201,9,From 2nd run
4/1/24,Run 1,A1,233,September_2023,0.555,0.305,0.27,0.295,0.282,0.264,5,
4/1/24,Run 1,B1,233,September_2023,0.538,0.296,0.265,0.289,0.276,0.259,5,
4/1/24,Run 1,C1,233,September_2023,0.525,0.287,0.258,0.281,0.269,0.252,5,
4/1/24,Run 1,A2,237,September_2023,0.851,0.495,0.386,0.407,0.388,0.371,5,
4/1/24,Run 1,B2,237,September_2023,0.843,0.479,0.369,0.389,0.369,0.353,5,
4/1/24,Run 1,C2,237,September_2023,0.848,0.483,0.374,0.393,0.373,0.357,5,
4/1/24,Run 1,A3,46,September_2023,0.674,0.374,0.287,0.3,0.291,0.282,5,
4/1/24,Run 1,B3,46,September_2023,0.66,0.364,0.28,0.293,0.284,0.275,5,
4/1/24,Run 1,C3,46,September_2023,0.694,0.389,0.298,0.311,0.301,0.292,5,
4/1/24,Run 1,A4,44,September_2023,0.511,0.285,0.228,0.242,0.236,0.229,5,
4/1/24,Run 1,B4,44,September_2023,0.5,0.279,0.223,0.236,0.231,0.224,5,
4/1/24,Run 1,C4,44,September_2023,0.508,0.286,0.229,0.242,0.237,0.23,5,
4/1/24,Run 1,A5,236,September_2023,0.68,0.398,0.3,0.327,0.327,0.317,5,
4/1/24,Run 1,B5,236,September_2023,0.709,0.42,0.318,0.344,0.342,0.332,5,
4/1/24,Run 1,C5,236,September_2023,0.681,0.4,0.303,0.328,0.328,0.318,5,
4/1/24,Run 1,A6,27,September_2023,0.591,0.326,0.238,0.253,0.251,0.244,5,
4/1/24,Run 1,B6,27,September_2023,0.584,0.319,0.234,0.249,0.247,0.239,5,
4/1/24,Run 1,C6,27,September_2023,0.584,0.32,0.233,0.248,0.247,0.239,5,
4/1/24,Run 1,A8,Blank,NA,0.122,0.06,0.049,0.049,0.047,0.048,5,
4/1/24,Run 1,B8,Blank,NA,0.117,0.064,0.054,0.051,0.048,0.047,5,
4/1/24,Run 1,C8,Blank,NA,0.101,0.051,0.043,0.04,0.038,0.037,5,
4/2/24,Run 1,E1,236,January_2024,0.687,0.402,0.294,0.319,0.316,0.306,9,From 2nd run
4/2/24,Run 1,F1,236,January_2024,0.843,0.616,0.348,0.355,0.348,0.337,9,From 2nd run
4/2/24,Run 1,G1,236,January_2024,0.641,0.388,0.274,0.293,0.289,0.28,9,From 2nd run
4/2/24,Run 1,A2,241,January_2024,1.035,0.628,0.492,0.55,0.554,0.523,5,
4/2/24,Run 1,B2,241,January_2024,1.031,0.626,0.492,0.548,0.542,0.52,5,
4/2/24,Run 1,C2,241,January_2024,1.071,0.654,0.513,0.572,0.566,0.543,5,
4/2/24,Run 1,A3,1,January_2024,0.915,0.361,0.262,0.282,0.247,0.216,5,
4/2/24,Run 1,B3,1,January_2024,0.913,0.361,0.262,0.28,0.246,0.215,5,
4/2/24,Run 1,C3,1,January_2024,0.941,0.376,0.273,0.292,0.257,0.225,5,
4/2/24,Run 1,E4,233,January_2024,0.727,0.408,0.372,0.41,0.385,0.357,9,From 2nd run
4/2/24,Run 1,F4,233,January_2024,0.727,0.41,0.371,0.407,0.382,0.354,9,From 2nd run
4/2/24,Run 1,G4,233,January_2024,0.679,0.381,0.349,0.383,0.36,0.334,9,From 2nd run
4/2/24,Run 1,A5,238,January_2024,0.931,0.569,0.435,0.485,0.474,0.452,5,
4/2/24,Run 1,B5,238,January_2024,0.928,0.567,0.433,0.481,0.47,0.448,5,
4/2/24,Run 1,C5,238,January_2024,0.944,0.576,0.441,0.49,0.48,0.457,5,
4/2/24,Run 1,A6,214,January_2024,0.625,0.246,0.238,0.256,0.211,0.172,5,
4/2/24,Run 1,B6,214,January_2024,0.623,0.247,0.239,0.257,0.211,0.173,5,
4/2/24,Run 1,C6,214,January_2024,0.628,0.248,0.24,0.258,0.212,0.173,5,
4/2/24,Run 1,E7,221,January_2024,0.731,0.287,0.272,0.302,0.256,0.213,9,From 2nd run
4/2/24,Run 1,F7,221,January_2024,0.726,0.288,0.272,0.302,0.257,0.215,9,From 2nd run
4/2/24,Run 1,G7,221,January_2024,0.676,0.271,0.258,0.286,0.243,0.204,9,From 2nd run
4/2/24,Run 1,A8,204,January_2024,0.892,0.367,0.352,0.388,0.322,0.26,5,
4/2/24,Run 1,B8,204,January_2024,0.866,0.362,0.346,0.382,0.316,0.258,5,
4/2/24,Run 1,C8,204,January_2024,0.869,0.357,0.345,0.382,0.316,0.256,5,
4/2/24,Run 1,A9,Blank,NA,0.112,0.059,0.051,0.048,0.045,0.044,NA,
4/2/24,Run 1,B9,Blank,NA,0.116,0.062,0.053,0.05,0.047,0.046,NA,
4/2/24,Run 1,C9,Blank,NA,0.103,0.052,0.044,0.041,0.039,0.038,NA,
